Date,Target,Hour,Period_In_Hour,Week_Day,Is_Working_Day,Previous_Point,Previous_Hour_Price,P24HA_Price,PDSH_Price,PWSH_Price,PWA_Price,Price_HAP,Price_DAP,Load,Load_HAP,Load_DAP,Sgn0_Volume_Dir
8/1/2021 0:00,3312.863,1,1,6,2,,,,,,,15395.51435,,8226.8,8313.5,8009.44,
8/1/2021 0:05,21185.4658,1,2,6,2,3312.863,,,,,,13294.48275,,8322.14,8258.65,,
8/1/2021 0:10,15381.50925,1,3,6,2,21185.4658,,,,,,13290.43905,,8270.98,8225.63,,
8/1/2021 0:15,13280.227,1,4,6,2,15381.50925,,,,,,12057.52935,,8222.24,8200.11,,
8/1/2021 0:20,7834.126,1,5,6,2,13280.227,,,,,,3307.376,,8145.2,8144.68,,
8/1/2021 0:25,13299.78685,1,6,6,2,7834.126,,,,,,3905.88885,,8229.08,8127.38,,
8/1/2021 0:30,13293.1346,1,7,6,2,13299.78685,,,,,,2711.11425,,8210.39,8109.17,,
8/1/2021 0:35,13180.55835,1,8,6,2,13293.1346,,,,,,3308.03265,,8201.3,8091.37,,
8/1/2021 0:40,13171.1819,1,9,6,2,13180.55835,,,,,,3701.7494,,8183.7,8073.37,,
8/1/2021 0:45,10558.1855,1,10,6,2,13171.1819,,,,,,2914.9833,,8175.79,8055.46,,
8/1/2021 0:50,10502.8761,1,11,6,2,10558.1855,,,,,,3303.67495,,8157.76,8037.46,,
8/1/2021 0:55,10007.71685,1,12,6,2,10502.8761,,,,,,3308.2487,,8150.32,8021.17,,
8/1/2021 1:00,7824.7115,2,1,6,2,10007.71685,3312.863,,,,,10555.9972,,8122.63,8122.63,7755.52,
8/1/2021 1:05,10589.11955,2,2,6,2,7824.7115,21185.4658,,,,,10652.4635,,8112.19,8112.19,,
8/1/2021 1:10,10641.2078,2,3,6,2,10589.11955,15381.50925,,,,,10668.6784,,8099.83,8099.83,,
8/1/2021 1:15,10785.2227,2,4,6,2,10641.2078,13280.227,,,,,10674.2057,,8087.09,8087.09,,
8/1/2021 1:20,10802.802,2,5,6,2,10785.2227,7834.126,,,,,3326.8637,,7997.68,7997.68,,
8/1/2021 1:25,10720.3189,2,6,6,2,10802.802,13299.78685,,,,,3328.9297,,7986.95,7986.95,,
8/1/2021 1:30,10662.6874,2,7,6,2,10720.3189,13293.1346,,,,,3329.2794,,7974.04,7974.04,,
8/1/2021 1:35,10613.7906,2,8,6,2,10662.6874,13180.55835,,,,,3431.956,,7962.78,7962.78,,
8/1/2021 1:40,10521.6839,2,9,6,2,10613.7906,13171.1819,,,,,3846.91,,7945.28,7945.28,,
8/1/2021 1:45,3319.5264,2,10,6,2,10521.6839,10558.1855,,,,,3738.4978,,7927.78,7927.78,,
8/1/2021 1:50,2783.3682,2,11,6,2,3319.5264,10502.8761,,,,,2893.9038,,7906.53,7906.53,,
8/1/2021 1:55,2712.1888,2,12,6,2,2783.3682,10007.71685,,,,,2716.4022,,7883.82,7883.82,,
8/1/2021 2:00,2620.6112,3,1,6,2,2712.1888,7824.7115,10291.01079,,,,7494.2204,,7764.56,7764.56,7424,
8/1/2021 2:05,10543.6502,3,2,6,2,2620.6112,10589.11955,10262.16696,,,,10586.36135,,7716.87,7716.87,,
8/1/2021 2:10,10621.677,3,3,6,2,10543.6502,10641.2078,9818.757981,,,,10588.216,,7684.03,7684.03,,
8/1/2021 2:15,10597.6411,3,4,6,2,10621.677,10785.2227,9620.431638,,,,10610.575,,7654.83,7654.83,,
8/1/2021 2:20,10558.1903,3,5,6,2,10597.6411,10802.802,9508.657225,,,,10770.50525,,7668.02,7668.02,,
8/1/2021 2:25,10587.1315,3,6,6,2,10558.1903,10720.3189,9622.159904,,,,10804.9267,,7640.67,7640.67,,
8/1/2021 2:30,10653.2965,3,7,6,2,10587.1315,10662.6874,9509.132598,,,,13262.83415,,7615.13,7615.13,,
8/1/2021 2:35,10675.44015,3,8,6,2,10653.2965,10613.7906,9399.139344,,,,13275.0684,,7589.95,7589.95,,
8/1/2021 2:40,10716.14455,3,9,6,2,10675.44015,10521.6839,9294.759419,,,,13381.64505,,7565.55,7565.55,,
8/1/2021 2:45,10752.87535,3,10,6,2,10716.14455,3319.5264,9192.466196,,,,13385.79965,,7541.86,7541.86,,
8/1/2021 2:50,10831.2098,3,11,6,2,10752.87535,2783.3682,9200.578273,,,,13281.9935,,7519.29,7519.29,,
8/1/2021 2:55,10829.0208,3,12,6,2,10831.2098,2712.1888,9214.258844,,,,10807.02895,,7497.23,7497.23,,
8/1/2021 3:00,13302.4157,4,1,6,2,10829.0208,2620.6112,9248.479842,,,,13297.049,,7423.07,7423.07,7212.17,
8/1/2021 3:05,13299.72155,4,2,6,2,13302.4157,10543.6502,9476.717517,,,,10655.6594,,7307.57,7307.57,,
8/1/2021 3:10,13410.5178,4,3,6,2,13299.72155,10621.677,9589.659267,,,,10686.9989,,7285.05,7285.05,,
8/1/2021 3:15,19123.2844,4,4,6,2,13410.5178,10597.6411,9705.047183,,,,10695.5568,,7264.19,7264.19,,
8/1/2021 3:20,19128.3411,4,5,6,2,19123.2844,10558.1903,10052.46642,,,,13414.0194,,7331.65,7331.65,,
8/1/2021 3:25,13424.2627,4,6,6,2,19128.3411,10587.1315,10399.36388,,,,15026.69305,,7313.09,7313.09,,
8/1/2021 3:30,19138.9314,4,7,6,2,13424.2627,10653.2965,10512.02821,,,,19143.63115,,7295.62,7295.62,,
8/1/2021 3:35,19196.10945,4,8,6,2,19138.9314,10675.44015,10865.20504,,,,19146.5089,,7279.33,7279.33,,
8/1/2021 3:40,19200.1327,4,9,6,2,19196.10945,10716.14455,11222.80166,,,,19145.5967,,7264.64,7264.64,,
8/1/2021 3:45,19196.0891,4,10,6,2,19200.1327,10752.87535,11584.40369,,,,19132.96075,,7250.69,7250.69,,
8/1/2021 3:50,19153.3191,4,11,6,2,19196.0891,10831.2098,12245.92714,,,,13419.53,,7237.09,7237.09,,
8/1/2021 3:55,19154.2322,4,12,6,2,19153.3191,10829.0208,12928.00843,,,,13417.48205,,7224.89,7224.89,,
8/1/2021 4:00,19149.7388,5,1,6,2,19154.2322,13302.4157,13613.09357,,,,25596.90675,,7283.21,7283.21,7056.29,
8/1/2021 4:05,19156.5466,5,2,6,2,19149.7388,13299.72155,14301.80722,,,,21779.78045,,7258.38,7258.38,,
8/1/2021 4:10,19153.9482,5,3,6,2,19156.5466,13410.5178,14660.6779,,,,20246.3938,,7248.23,7248.23,,
8/1/2021 4:15,19160.4077,5,4,6,2,19153.9482,19123.2844,15016.1892,,,,19154.3719,,7237.55,7237.55,,
8/1/2021 4:20,19174.20315,5,5,6,2,19160.4077,19128.3411,15372.97114,,,,19153.459,,7220.57,7220.57,,
8/1/2021 4:25,19160.29795,5,6,6,2,19174.20315,13424.2627,15731.97168,,,,19152.5462,,7208.77,7208.77,,
8/1/2021 4:30,19168.9099,5,7,6,2,19160.29795,19138.9314,16089.18695,,,,19153.5289,,7196.14,7196.14,,
8/1/2021 4:35,13293.36735,5,8,6,2,19168.9099,19196.10945,16444.00417,,,,19151.63365,,7183,7183,,
8/1/2021 4:40,10830.49825,5,9,6,2,13293.36735,19200.1327,16553.08447,,,,19150.7213,,7168.64,7168.64,,
8/1/2021 4:45,13286.65555,5,10,6,2,10830.49825,19196.0891,16557.84921,,,,19149.809,,7153.25,7153.25,,
8/1/2021 4:50,13300.8286,5,11,6,2,13286.65555,19153.3191,16663.42339,,,,15542.0354,,7136.69,7136.69,,
8/1/2021 4:55,13292.08745,5,12,6,2,13300.8286,19154.2322,16766.32417,,,,13431.20565,,7118.1,7118.1,,
8/1/2021 5:00,13306.2658,6,1,6,2,13292.08745,19149.7388,16868.95195,,,,10831.2633,,7039.19,7039.19,6787.43,
8/1/2021 5:05,10860.2334,6,2,6,2,13306.2658,19156.5466,16869.11237,,,,10816.6033,,7007.79,7007.79,,
8/1/2021 5:10,13320.5912,6,3,6,2,10860.2334,19153.9482,16767.46703,,,,10812.3367,,6984.73,6984.73,,
8/1/2021 5:15,13311.8752,6,4,6,2,13320.5912,19160.4077,16763.72009,,,,10783.8014,,6961.74,6961.74,,
8/1/2021 5:20,13318.673,6,5,6,2,13311.8752,19174.20315,16521.57804,,,,10755.43075,,6939.31,6939.31,,
8/1/2021 5:25,10873.6676,6,6,6,2,13318.673,19160.29795,16279.50853,,,,10733.5441,,6917.37,6917.37,,
8/1/2021 5:30,10842.5621,6,7,6,2,10873.6676,19168.9099,16173.23374,,,,10712.3097,,6896.34,6896.34,,
8/1/2021 5:35,10865.54,6,8,6,2,10842.5621,13293.36735,15827.55168,,,,10691.144,,6876.38,6876.38,,
8/1/2021 5:40,11884.0042,6,9,6,2,10865.54,10830.49825,15480.44462,,,,10675.904,,6857.6,6857.6,,
8/1/2021 5:45,19164.7186,6,10,6,2,11884.0042,13286.65555,15175.60593,,,,10665.9907,,6840.39,6840.39,,
8/1/2021 5:50,19189.8342,6,11,6,2,19164.7186,13300.8286,15174.29883,,,,10659.7707,,6824.78,6824.78,,
8/1/2021 5:55,19146.9727,6,12,6,2,19189.8342,13292.08745,15175.82029,,,,10657.6856,,6811.16,6811.16,,-1
8/1/2021 6:00,13437.14635,7,1,6,2,19146.9727,13306.2658,15175.51781,,,,10907.9152,,6981.85,6981.85,6756.22,-1
8/1/2021 6:05,13160.9682,7,2,6,2,13437.14635,10860.2334,14937.49313,,,,10844.9574,,6962.63,6962.63,,-1
8/1/2021 6:10,10831.8154,7,3,6,2,13160.9682,13320.5912,14687.67736,,,,10837.9158,,6957.34,6957.34,,-1
8/1/2021 6:15,10755.5872,7,4,6,2,10831.8154,13311.8752,14340.92183,,,,10829.3697,,6952.47,6952.47,,-1
8/1/2021 6:20,10775.2588,7,5,6,2,10755.5872,13318.673,13990.72097,,,,10665.1801,,6883.1,6883.1,,-1
8/1/2021 6:25,10798.2424,7,6,6,2,10775.2588,10873.6676,13640.76496,,,,10705.4791,,6878.94,6878.94,,-1
8/1/2021 6:30,10841.067,7,7,6,2,10798.2424,10842.5621,13292.34598,,,,10739.6182,,6875.3,6875.3,,-1
8/1/2021 6:35,10823.6041,7,8,6,2,10841.067,10865.54,12945.35252,,,,10766.4676,,6872.06,6872.06,,-1
8/1/2021 6:40,10811.6286,7,9,6,2,10823.6041,11884.0042,12842.44572,,,,10761.1292,,6869.5,6869.5,,-1
8/1/2021 6:45,10735.5724,7,10,6,2,10811.6286,19164.7186,12841.65949,,,,10745.071,,6866.94,6866.94,,-1
8/1/2021 6:50,10726.8875,7,11,6,2,10735.5724,19189.8342,12735.36435,,,,10726.9296,,6864.79,6864.79,,-1
8/1/2021 6:55,10690.5034,7,12,6,2,10726.8875,19146.9727,12628.11681,,,,10786.8993,,6888.71,6888.71,,-1
8/1/2021 7:00,10747.4019,8,1,6,2,10690.5034,13437.14635,12519.71747,,,,2261.5026,,6859.37,6859.37,6987.91,-1
8/1/2021 7:05,2261.5026,8,2,6,2,10747.4019,13160.9682,12413.09814,,,,2484.729,,6883.96,6883.96,,-1
8/1/2021 7:10,2317.4147,8,3,6,2,2261.5026,10831.8154,12054.81769,,,,2484.34995,,6908.64,6908.64,,-1
8/1/2021 7:15,2483.9622,8,4,6,2,2317.4147,10755.5872,11596.35201,,,,2259.5334,,6933.49,6933.49,,-1
8/1/2021 7:20,2259.175,8,5,6,2,2483.9622,10775.2588,11145.18896,,,,2710.9326,,6988.88,6988.88,,-1
8/1/2021 7:25,2237.5028,8,6,6,2,2259.175,10798.2424,10684.37655,,,,2484.89435,,7013.67,7013.67,,-1
8/1/2021 7:30,2257.20715,8,7,6,2,2237.5028,10841.067,10324.53635,,,,2483.86835,,7038.46,7038.46,,-1
8/1/2021 7:35,2215.03465,8,8,6,2,2257.20715,10823.6041,9966.813225,,,,2482.712,,7062.94,7062.94,,-1
8/1/2021 7:40,2214.92,8,9,6,2,2215.03465,10811.6286,9606.375502,,,,2481.55535,,7087.7,7087.7,,-1
8/1/2021 7:45,2214.92,8,10,6,2,2214.92,10735.5724,9203.496994,,,,2474.04905,,7112.2,7112.2,,-1
8/1/2021 7:50,2215.0346,8,11,6,2,2214.92,10726.8875,8497.255385,,,,2487.7896,,7136.98,7136.98,,-1
8/1/2021 7:55,2253.9213,8,12,6,2,2215.0346,10690.5034,7789.972069,,,,5800.068,,7161.69,7161.69,,-1
8/1/2021 8:00,2495.8542,9,1,6,2,2253.9213,10747.4019,7086.094927,,,,9713.55525,,7093.29,7093.29,7312.76,-1
8/1/2021 8:05,2253.2716,9,2,6,2,2495.8542,2261.5026,6630.207754,,,,2529.6063,,7117.85,7117.85,,-1
8/1/2021 8:10,3203.7533,9,3,6,2,2253.2716,2317.4147,6175.720396,,,,2082.46915,,7142.14,7142.14,,-1
8/1/2021 8:15,2728.46455,9,4,6,2,3203.7533,2483.9622,5857.884475,,,,1066.74395,,7166.69,7166.69,,-1
8/1/2021 8:20,2215.0356,9,5,6,2,2728.46455,2259.175,5523.421031,,,,3322.4979,,7264.89,7264.89,,-1
8/1/2021 8:25,2250.3828,9,6,6,2,2215.0356,2237.5028,5166.745065,,,,2247.68495,,7299.43,7299.43,,-1
8/1/2021 8:30,2304.38105,9,7,6,2,2250.3828,2257.20715,4810.584248,,,,2245.80575,,7334.14,7334.14,,-1
8/1/2021 8:35,3180.16105,9,8,6,2,2304.38105,2215.03465,4454.889,,,,2324.8818,,7369.49,7369.49,,-1
8/1/2021 8:40,2719.50545,9,9,6,2,3180.16105,2214.92,4136.412206,,,,2215.08865,,7404.31,7404.31,,-1
8/1/2021 8:45,3167.88705,9,10,6,2,2719.50545,2214.92,3799.240408,,,,2215.08375,,7440.21,7440.21,,-1
8/1/2021 8:50,3265.63935,9,11,6,2,3167.88705,2215.0346,3483.920185,,,,2215.0838,,7476.82,7476.82,,-1
8/1/2021 8:55,3261.8717,9,12,6,2,3265.63935,2253.9213,3173.034846,,,,2238.1917,,7515.04,7515.04,,-1
8/1/2021 9:00,10537.7344,10,1,6,2,3261.8717,2495.8542,2863.508525,,,,2614.4548,,7582.31,7582.31,7694.29,-1
8/1/2021 9:05,2082.2513,10,2,6,2,10537.7344,2253.2716,2854.772379,,,,2082.47025,,7625.78,7625.78,,1
8/1/2021 9:10,2082.2511,10,3,6,2,2082.2513,3203.7533,2847.303575,,,,2082.3607,,7671.8,7671.8,,1
8/1/2021 9:15,2214.92,10,4,6,2,2082.2511,2728.46455,2837.505092,,,,2186.84705,,7716.35,7716.35,,1
8/1/2021 9:20,2243.9438,10,5,6,2,2214.92,2215.0356,2826.295,,,,2243.22625,,7786.44,7786.44,,1
8/1/2021 9:25,2492.9845,10,6,6,2,2243.9438,2250.3828,2825.660367,,,,2241.3003,,7828.52,7828.52,,1
8/1/2021 9:30,2215.03685,10,7,6,2,2492.9845,2304.38105,2836.305437,,,,2246.7409,,7877.12,7877.12,,1
8/1/2021 9:35,2245.42345,10,8,6,2,2215.03685,3180.16105,2834.548342,,,,2245.8712,,7921.36,7921.36,,1
8/1/2021 9:40,2246.3893,10,9,6,2,2245.42345,2719.50545,2835.814542,,,,2259.4314,,7960.16,7960.16,,1
8/1/2021 9:45,2494.1936,10,10,6,2,2246.3893,3167.88705,2837.125763,,,,2262.2585,,8005.02,8005.02,,1
8/1/2021 9:50,2494.8728,10,11,6,2,2494.1936,3265.63935,2848.762162,,,,2262.4362,,8048.8,8048.8,,1
8/1/2021 9:55,2797.86205,10,12,6,2,2494.8728,3261.8717,2860.422087,,,,3156.14585,,8091.3,8091.3,,1
8/1/2021 10:00,2498.23875,11,1,6,2,2797.86205,10537.7344,2883.086285,,,,-8410.63785,,7829.55,7829.55,7886.7,1
8/1/2021 10:05,592.57745,11,2,6,2,2498.23875,2082.2513,2883.185642,,,,2060.60475,,7862.45,7862.45,,1
8/1/2021 10:10,2082.2502,11,3,6,2,592.57745,2082.2511,2813.990052,,,,2227.29375,,7892.26,7892.26,,1
8/1/2021 10:15,2248.5686,11,4,6,2,2082.2502,2214.92,2767.260756,,,,2214.92,,7922.71,7922.71,,1
8/1/2021 10:20,2247.86205,11,5,6,2,2248.5686,2243.9438,2747.265092,,,,2663.6974,,8024.32,8024.32,,1
8/1/2021 10:25,3247.166,11,6,6,2,2247.86205,2492.9845,2748.63286,,,,2392.3505,,8053.34,8053.34,,1
8/1/2021 10:30,3248.51245,11,7,6,2,3247.166,2215.03685,2790.165494,,,,2402.41245,,8081.21,8081.21,,1
8/1/2021 10:35,3246.10805,11,8,6,2,3248.51245,2245.42345,2829.504302,,,,2405.49555,,8107.51,8107.51,,1
8/1/2021 10:40,3243.0591,11,9,6,2,3246.10805,2246.3893,2832.252094,,,,2877.1351,,8132.45,8132.45,,1
8/1/2021 10:45,4904.19565,11,10,6,2,3243.0591,2494.1936,2854.066829,,,,17369.99325,,8155.92,8155.92,,1
8/1/2021 10:50,3250.47965,11,11,6,2,4904.19565,2494.8728,2926.413021,,,,13002.0779,,8169.06,8169.06,,1
8/1/2021 10:55,4900.2177,11,12,6,2,3250.47965,2797.86205,2925.781367,,,,6272.7567,,8177.68,8177.68,,1
8/1/2021 11:00,4900.22805,12,1,6,2,4900.2177,2498.23875,2994.045783,,,,11375.6508,,8098.11,8098.11,7824.77,1
8/1/2021 11:05,3254.5265,12,2,6,2,4900.22805,592.57745,2759.149685,,,,13861.7381,,8115.52,8115.52,,1
8/1/2021 11:10,3251.1405,12,3,6,2,3254.5265,2082.2502,2807.994485,,,,17107.4861,,8129.23,8129.23,,1
8/1/2021 11:15,3252.5025,12,4,6,2,3251.1405,2248.5686,2856.69821,,,,18873.55675,,8142.07,8142.07,,1
8/1/2021 11:20,3252.1719,12,5,6,2,3252.5025,2247.86205,2899.930815,,,,21665.31835,,8146.43,8146.43,,1
8/1/2021 11:25,2261.6124,12,6,6,2,3252.1719,3247.166,2941.940319,,,,21936.73475,,8156.97,8156.97,,1
8/1/2021 11:30,2801.71155,12,7,6,2,2261.6124,3248.51245,2932.299815,,,,22060.2817,,8166.61,8166.61,,1
8/1/2021 11:35,3256.018,12,8,6,2,2801.71155,3246.10805,2956.744594,,,,22228.34895,,8167.56,8167.56,,1
8/1/2021 11:40,3256.71785,12,9,6,2,3256.018,3243.0591,2998.8527,,,,21910.3943,,8164.83,8164.83,,1
8/1/2021 11:45,3257.07415,12,10,6,2,3256.71785,4904.19565,3040.949723,,,,22101.85545,,8161.93,8161.93,,1
8/1/2021 11:50,2268.8617,12,11,6,2,3257.07415,3250.47965,3072.736413,,,,22236.7615,,8159.01,8159.01,,1
8/1/2021 11:55,3074.75625,12,12,6,2,2268.8617,4900.2177,3063.319283,,,,22513.1789,,8156.03,8156.03,,1
8/1/2021 12:00,3067.7068,13,1,6,2,3074.75625,4900.22805,3074.856542,,,,-8258.5888,,7916.5,7916.5,7937.84,1
8/1/2021 12:05,4929.63235,13,2,6,2,3067.7068,3254.5265,3098.584377,,,,2233.17205,,7926.02,7926.02,,1
8/1/2021 12:10,3256.9788,13,3,6,2,4929.63235,3251.1405,3279.294998,,,,2232.9998,,7932.83,7932.83,,1
8/1/2021 12:15,3258.4861,13,4,6,2,3256.9788,3252.5025,3328.242023,,,,2219.4552,,7940.6,7940.6,,1
8/1/2021 12:20,3256.1076,13,5,6,2,3258.4861,3252.1719,3370.321919,,,,2214.92,,7977.48,7977.48,,1
8/1/2021 12:25,4770.6302,13,6,6,2,3256.1076,2261.6124,3412.33215,,,,3001.8123,,7988.06,7988.06,,1
8/1/2021 12:30,3256.1076,13,7,6,2,4770.6302,2801.71155,3475.809825,,,,2390.4147,,8000.01,8000.01,,1
8/1/2021 12:35,3257.81185,13,8,6,2,3256.1076,3256.018,3476.12629,,,,5406.5412,,8013.04,8013.04,,1
8/1/2021 12:40,3259.8599,13,9,6,2,3257.81185,3256.71785,3476.613948,,,,11172.3786,,8025.68,8025.68,,1
8/1/2021 12:45,3258.3396,13,10,6,2,3259.8599,3257.07415,3477.313981,,,,11682.0572,,8039.92,8039.92,,1
8/1/2021 12:50,2641.3192,13,11,6,2,3258.3396,2268.8617,3408.736646,,,,11275.0571,,8045.71,8045.71,,1
8/1/2021 12:55,3259.5414,13,12,6,2,2641.3192,3074.75625,3383.35496,,,,11333.64455,,8050.9,8050.9,,1
8/1/2021 13:00,3259.8599,14,1,6,2,3259.5414,3067.7068,3314.993448,,,,-8299.9284,,7920.39,7920.39,8093.8,1
8/1/2021 13:05,3260.89025,14,2,6,2,3259.8599,4929.63235,3246.644775,,,,1838.44075,,7942.96,7942.96,,1
8/1/2021 13:10,4521.1277,14,3,6,2,3260.89025,3256.9788,3246.909931,,,,2219.4248,,7960.77,7960.77,,1
8/1/2021 13:15,3263.5776,14,4,6,2,4521.1277,3258.4861,3299.826065,,,,1348.9242,,7978.73,7978.73,,1
8/1/2021 13:20,3265.2599,14,5,6,2,3263.5776,3256.1076,3300.287527,,,,3082.4651,,8011.68,8011.68,,1
8/1/2021 13:25,4455.4998,14,6,6,2,3265.2599,4770.6302,3300.83286,,,,3730.40175,,8028.89,8028.89,,1
8/1/2021 13:30,10554.9932,14,7,6,2,4455.4998,3256.1076,3392.244835,,,,13099.4066,,8046.51,8046.51,,1
8/1/2021 13:35,4925.4313,14,8,6,2,10554.9932,3257.81185,3715.298238,,,,12684.5199,,8064.58,8064.58,,1
8/1/2021 13:40,4924.4313,14,9,6,2,4925.4313,3259.8599,3784.857125,,,,12918.30815,,8081.95,8081.95,,1
8/1/2021 13:45,4928.67515,14,10,6,2,4924.4313,3258.3396,3854.345185,,,,9858.435,,8096.97,8096.97,,1
8/1/2021 13:50,4735.5174,14,11,6,2,4928.67515,2641.3192,3923.995227,,,,10949.80725,,8101,8101,,1
8/1/2021 13:55,4925.1838,14,12,6,2,4735.5174,3259.5414,4026.772548,,,,9759.43845,,8103.98,8103.98,,1
8/1/2021 14:00,4926.17345,15,1,6,2,4925.1838,3259.8599,4103.873696,,,,-8332.2833,,8120.95,8120.95,8097.77,1
8/1/2021 14:05,3276.248,15,2,6,2,4926.17345,3260.89025,4181.309806,,,,718.91165,,8127.64,8127.64,,1
8/1/2021 14:10,2521.6604,15,3,6,2,3276.248,4521.1277,4112.418792,,,,1854.5786,,8127.11,8127.11,,1
8/1/2021 14:15,3277.7762,15,4,6,2,2521.6604,3263.5776,4081.780525,,,,3375.6481,,8125.57,8125.57,,1
8/1/2021 14:20,3268.43015,15,5,6,2,3277.7762,3265.2599,4082.584279,,,,8087.0553,,8105.5,8105.5,,1
8/1/2021 14:25,3264.3498,15,6,6,2,3268.43015,4455.4998,4083.097719,,,,10259.8952,,8102.95,8102.95,,1
8/1/2021 14:30,3267.19375,15,7,6,2,3264.3498,10554.9932,4020.336035,,,,10275.0065,,8099.27,8099.27,,1
8/1/2021 14:35,3259.91705,15,8,6,2,3267.19375,4925.4313,4020.797958,,,,10113.6528,,8094.66,8094.66,,1
8/1/2021 14:40,3261.4053,15,9,6,2,3259.91705,4924.4313,4020.885675,,,,9986.41485,,8089.98,8089.98,,1
8/1/2021 14:45,3257.31615,15,10,6,2,3261.4053,4928.67515,4020.950067,,,,9838.86135,,8083.8,8083.8,,1
8/1/2021 14:50,3250.3988,15,11,6,2,3257.31615,4735.5174,4020.907423,,,,9873.74135,,8076.91,8076.91,,1
8/1/2021 14:55,3251.5507,15,12,6,2,3250.3988,4925.1838,4046.28574,,,,11754.3338,,8069.27,8069.27,,1
8/1/2021 15:00,8194.9934,16,1,6,2,3251.5507,4926.17345,4045.952794,,,,623.8476,,8176.29,8176.29,7887,1
8/1/2021 15:05,10645.41335,16,2,6,2,8194.9934,3276.248,4251.583356,,,,2235.9777,,8098.09,8098.09,,1
8/1/2021 15:10,9562.5167,16,3,6,2,10645.41335,2521.6604,4559.271819,,,,1851.84115,,8100.5,8100.5,,1
8/1/2021 15:15,3261.1964,16,4,6,2,9562.5167,3277.7762,4769.329694,,,,2584.7529,,8102.48,8102.48,,1
8/1/2021 15:20,3261.3807,16,5,6,2,3261.1964,3268.43015,4769.230477,,,,2216.47255,,8075.01,8075.01,,1
8/1/2021 15:25,2245.8452,16,6,6,2,3261.3807,3264.3498,4769.068844,,,,9878.16695,,8074.76,8074.76,,1
8/1/2021 15:30,3204.2219,16,7,6,2,2245.8452,3267.19375,4676.999902,,,,9842.47815,,8069.81,8069.81,,1
8/1/2021 15:35,2116.69965,16,8,6,2,3204.2219,3259.91705,4370.717765,,,,9796.60085,,8058.24,8058.24,,1
8/1/2021 15:40,2516.19995,16,9,6,2,2116.69965,3261.4053,4253.687279,,,,9908.25525,,8047.34,8047.34,,1
8/1/2021 15:45,2518.14215,16,10,6,2,2516.19995,3257.31615,4153.344306,,,,10118.51035,,8040.88,8040.88,,1
8/1/2021 15:50,3241.365,16,11,6,2,2518.14215,3250.3988,4052.905431,,,,535.5837,,8038.51,8038.51,,1
8/1/2021 15:55,3236.9806,16,12,6,2,3241.365,3251.5507,3990.649081,,,,538.0361,,8034.44,8034.44,,1
8/1/2021 16:00,3233.27075,17,1,6,2,3236.9806,8194.9934,3920.307281,,,,0,,7964.93,7964.93,7868.39,1
8/1/2021 16:05,4909.80455,17,2,6,2,3233.27075,10645.41335,3849.769669,,,,-8339.98265,,7903.57,7903.57,,-1
8/1/2021 16:10,3242.82905,17,3,6,2,4909.80455,9562.5167,3917.834525,,,,2214.92,,7924.85,7924.85,,-1
8/1/2021 16:15,3236.96615,17,4,6,2,3242.82905,3261.1964,3947.883219,,,,2214.92,,7942.21,7942.21,,-1
8/1/2021 16:20,3242.9073,17,5,6,2,3236.96615,3261.3807,3946.1828,,,,5663.0314,,7943.17,7943.17,,-1
8/1/2021 16:25,3238.65105,17,6,6,2,3242.9073,2245.8452,3945.119348,,,,2385.78115,,7978.36,7978.36,,-1
8/1/2021 16:30,3237.97985,17,7,6,2,3238.65105,3204.2219,3944.048567,,,,585.9375,,8001.91,8001.91,,-1
8/1/2021 16:35,4906.85965,17,8,6,2,3237.97985,2116.69965,3942.831321,,,,587.4082,,8012.2,8012.2,,-1
8/1/2021 16:40,4900.85935,17,9,6,2,4906.85965,2516.19995,4011.453929,,,,1855.5221,,8008.66,8008.66,,-1
8/1/2021 16:45,4902.8799,17,10,6,2,4900.85935,2518.14215,4079.764515,,,,2165.0635,,8000.37,8000.37,,-1
8/1/2021 16:50,4902.8598,17,11,6,2,4902.8799,3241.365,4148.329671,,,,2259.8928,,7989.73,7989.73,,-1
8/1/2021 16:55,4049.97665,17,12,6,2,4902.8598,3236.9806,4217.182213,,,,2220.8434,,7979.98,7979.98,,-1
8/1/2021 17:00,10676.40475,18,1,6,2,4049.97665,3233.27075,4250.44996,,,,1476.44575,,8058.73,8058.73,8067.44,-1
8/1/2021 17:05,10509.6455,18,2,6,2,10676.40475,4909.80455,4353.8421,,,,2224.5799,,8017.66,8017.66,,-1
8/1/2021 17:10,10613.53035,18,3,6,2,10509.6455,3242.82905,4348.185106,,,,1848.3588,,8029.28,8029.28,,-1
8/1/2021 17:15,9622.70125,18,4,6,2,10613.53035,3236.96615,4391.977342,,,,3036.6457,,8040.86,8040.86,,-1
8/1/2021 17:20,10604.34265,18,5,6,2,9622.70125,3242.9073,4657.040044,,,,4320.98585,,7977.75,7977.75,,-1
8/1/2021 17:25,10732.9616,18,6,6,2,10604.34265,3238.65105,4962.996792,,,,2217.43535,,7996.4,7996.4,,-1
8/1/2021 17:30,10505.22965,18,7,6,2,10732.9616,3237.97985,5316.626642,,,,9338.5998,,8000.96,8000.96,,-1
8/1/2021 17:35,3238.2062,18,8,6,2,10505.22965,4906.85965,5620.835298,,,,10569.7563,,8006.49,8006.49,,-1
8/1/2021 17:40,3258.7794,18,9,6,2,3238.2062,4900.85935,5667.564738,,,,10635.5007,,8014.96,8014.96,,-1
