Target,Voc,Isc,Vmp,Imp,Pmp,T,G,I1,I2,I3,I4,I5,I6,I7,I8,L
8,78.8,83.93854323,45.1054706,73.98093373,3336.944832,55,1193,11.5,11.5,11.5,11.5,11.5,11.5,11.5,196.4,8
8,78.9,84.36069852,46.9809225,71.22911712,3346.409631,55,1199,11.49,11.49,11.49,11.49,11.49,11.49,11.49,196.4,8
8,78.8,84.43105773,43.4147407,76.943392,3340.477412,55,1200,11.49,11.49,11.49,11.49,11.49,11.49,11.49,196.4,8
8,78.8,84.48376817,42.90760642,77.44706876,3323.068345,56,1200,11.83,11.83,11.83,11.83,11.83,11.83,11.83,196.8,8
9,123,7.165907417,107.1278415,6.624237217,709.6402346,7,105,1.719,1.655,1.655,1.655,1.655,1.655,1.655,1.655,1
9,123,7.507161399,106.9144431,6.96181631,744.318714,7,110,1.689,1.627,1.627,1.627,1.627,1.627,1.627,1.627,1
9,123,7.919213848,107.6492997,7.29582711,785.3906789,7.5,116,1.738,1.674,1.674,1.674,1.674,1.674,1.674,1.674,1
9,123,8.468119293,108.063112,7.771375534,839.7990246,8,124,1.779,1.711,1.711,1.711,1.711,1.711,1.711,1.711,1
9,123,8.74129818,107.7320696,8.054408504,867.7180973,8,128,1.76,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1
9,124,9.287655953,106.2514728,8.669334067,921.1295132,8,136,1.722,1.674,1.674,1.674,1.674,1.674,1.674,1.674,1
9,123,9.778281659,105.1797356,9.140561679,961.4018608,10,143,2.027,1.952,1.952,1.952,1.952,1.952,1.952,1.952,1
9,123,10.25695967,107.2222442,9.458489506,1014.160471,10,150,1.995,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1
9,123,10.59887253,107.7025236,9.741705209,1049.206235,10,155,1.972,1.887,1.887,1.887,1.887,1.887,1.887,1.887,1
9,123,11.16025278,107.4159,10.20207233,1095.864781,12,163,2.3,2.19,2.19,2.19,2.19,2.19,2.19,2.19,1
9,123,11.63954574,107.7843332,10.61431573,1144.056943,12,170,2.269,2.184,2.184,2.184,2.184,2.184,2.184,2.184,1
9,123,12.1188387,105.342124,11.29833927,1190.191056,12,177,2.238,2.151,2.151,2.151,2.151,2.151,2.151,2.151,1
9,122,12.61429619,106.9192987,11.52149332,1231.869986,14,184,2.597,2.509,2.509,2.509,2.509,2.509,2.509,2.509,1
9,123,13.09420411,106.4511523,12.0312185,1280.737073,14,191,2.567,2.477,2.477,2.477,2.477,2.477,2.477,2.477,1
9,123,13.50555376,106.5714292,12.40709382,1322.24172,14,197,2.542,2.449,2.449,2.449,2.449,2.449,2.449,2.449,1
9,122,14.07202934,104.7393359,13.03420367,1365.193836,16,205,2.921,2.828,2.828,2.828,2.828,2.828,2.828,2.828,1
9,122,14.55255222,105.3325076,13.42570215,1414.162875,16,212,2.888,2.793,2.793,2.793,2.793,2.793,2.793,2.793,1
9,122,14.96442896,105.2819125,13.82285411,1455.296517,16,218,2.869,2.771,2.771,2.771,2.771,2.771,2.771,2.771,1
9,122,15.53345222,104.9278423,14.28187768,1498.56661,18,226,3.27,3.173,3.173,3.173,3.173,3.173,3.173,3.173,1
9,122,15.94585608,105.2081666,14.63325453,1539.53788,18,232,3.249,3.149,3.149,3.149,3.149,3.149,3.149,3.149,1
9,122,16.49572788,106.2924888,14.98082067,1592.348713,18,240,3.115,3.22,3.115,3.115,3.115,3.115,3.115,3.115,2
9,121,16.99856484,104.7342103,15.54897091,1628.50919,20,247,3.543,3.645,3.543,3.543,3.543,3.543,3.543,3.543,2
9,122,17.48031762,105.3428307,15.90096903,1675.053089,20,254,3.515,3.617,3.515,3.515,3.515,3.515,3.515,3.515,2
9,121,17.97353492,105.4119051,16.25394646,1713.359462,21,261,3.724,3.828,3.724,3.724,3.724,3.724,3.724,3.724,2
9,121,18.52446093,101.8172813,17.30268682,1761.712532,21,269,3.69,3.8,3.69,3.69,3.69,3.69,3.69,3.69,2
9,121,18.79992394,104.5405536,17.19488556,1797.562855,21,273,3.677,3.785,3.677,3.677,3.677,3.677,3.677,3.677,2
9,121,19.2942833,103.7966444,17.70241675,1837.451457,22,280,3.891,4.002,3.891,3.891,3.891,3.891,3.891,3.891,2
9,121,19.77665103,105.1437127,17.89490881,1881.537151,22,287,3.866,3.995,3.866,3.866,3.866,3.866,3.866,3.866,2
9,121,20.39683813,104.3213053,18.64491372,1945.061736,22,296,3.83,3.945,3.83,3.83,3.83,3.83,3.83,3.83,2
9,121,20.89251525,103.5559759,19.16137957,1984.27536,23,303,4.05,4.165,4.05,4.05,4.05,4.05,4.05,4.05,2
9,121,21.37519046,103.7779819,19.58341585,2032.327375,23,310,4.025,4.142,4.025,4.025,4.025,4.025,4.025,4.025,2
9,121,21.85786568,103.01996,20.16326667,2077.218926,23,317,3.999,4.119,3.999,3.999,3.999,3.999,3.999,3.999,2
9,121,22.35477271,104.8390278,20.13620979,2111.060658,24,324,4.225,4.344,4.225,4.225,4.225,4.225,4.225,4.225,2
9,121,22.8377554,103.9370465,20.80687682,2162.605324,24,331,4.199,4.322,4.199,4.199,4.199,4.199,4.199,4.199,2
9,121,23.32073809,104.0126618,21.24103638,2209.336734,24,338,4.174,4.299,4.174,4.174,4.174,4.174,4.174,4.174,2
9,121,23.81887504,103.1588141,21.78699877,2247.520955,25,345,4.405,4.53,4.405,4.405,4.405,4.405,4.405,4.405,2
9,121,24.30216521,103.6702287,22.12333919,2293.531634,25,352,4.38,4.508,4.38,4.38,4.38,4.38,4.38,4.38,2
9,121,24.85449683,102.3417248,22.92036492,2345.70968,25,360,4.353,4.482,4.353,4.353,4.353,4.353,4.353,4.353,2
9,121,25.35390761,104.9669242,22.57766289,2369.907829,26,367,4.586,4.718,4.586,4.586,4.586,4.586,4.586,4.586,2
9,121,25.76841988,101.9018785,23.76986781,2422.194182,26,373,4.569,4.7,4.569,4.569,4.569,4.569,4.569,4.569,2
9,121,26.39018828,103.1314852,24.08334953,2483.751605,26,382,4.538,4.538,4.672,4.538,4.538,4.538,4.538,4.538,3
9,121,26.75261429,104.0570363,23.97700461,2494.976038,27,387,4.786,4.786,4.919,4.786,4.786,4.786,4.786,4.786,3
9,121,27.23651941,101.994404,25.02436964,2552.345667,27,394,4.763,4.763,4.898,4.763,4.763,4.763,4.763,4.763,3
9,121,27.72042454,102.0658,25.46013367,2598.608912,27,401,4.74,4.74,4.877,4.74,4.74,4.74,4.74,4.74,3
9,120,28.29142444,102.4021229,25.78448294,2640.385792,28,409,4.983,4.983,5.119,4.983,4.983,4.983,4.983,4.983,3
9,120,28.70646381,101.8430081,26.31548509,2680.048161,28,415,4.963,4.963,5.101,4.963,4.963,4.963,4.963,4.963,3
9,120,29.19067641,103.0916169,26.41464589,2723.128555,28,422,4.94,4.94,5.08,4.94,4.94,4.94,4.94,4.94,3
9,120,29.76295015,101.5909538,27.24059115,2767.397637,29,430,5.188,5.188,5.327,5.188,5.188,5.188,5.188,5.188,3
9,120,30.17825308,101.2321855,27.71792005,2805.945625,29,436,5.169,5.169,5.311,5.169,5.169,5.169,5.169,5.169,3
9,120,30.66277316,102.3689486,27.84894814,2850.867541,29,443,5.147,5.147,5.923,5.147,5.147,5.147,5.147,5.147,3
9,120,31.16705965,101.030978,28.57491883,2886.951995,30,450,5.402,5.402,5.545,5.402,5.402,5.402,5.402,5.402,3
9,120,31.65188721,101.9848218,28.73047338,2930.072208,30,457,5.38,5.38,5.525,5.38,5.38,5.38,5.38,5.38,3
9,120,32.13671477,101.3560336,29.37229778,2977.059602,30,464,5.355,5.355,5.505,5.355,5.355,5.355,5.355,5.355,3
9,120,32.64223117,100.852081,29.84823794,3010.256909,31,471,5.619,5.619,5.763,5.619,5.619,5.619,5.619,5.619,3
9,120,33.1273662,100.5073376,30.39475214,3054.895616,31,478,5.596,5.596,5.74,5.596,5.596,5.596,5.596,5.596,3
9,120,33.61250124,101.0985861,30.66949829,3100.642915,31,485,5.575,5.575,5.725,5.575,5.575,5.575,5.575,5.575,3
9,120,34.11924755,100.4875739,31.17665362,3132.866284,32,492,5.838,5.838,5.988,5.838,5.838,5.838,5.838,5.838,3
9,120,34.60469007,100.5327199,31.61580782,3178.423153,32,499,5.818,5.818,5.968,5.818,5.818,5.818,5.818,5.818,3
9,120,35.09013258,100.2760851,32.13886589,3222.759651,32,506,5.795,5.795,5.958,5.795,5.795,5.795,5.795,5.795,3
9,119,35.5981088,100.6270137,32.33493128,3253.767574,33,513,6.064,6.064,6.215,6.064,6.064,6.064,6.064,6.064,3
9,119,36.08385879,99.1133676,33.25410392,3295.926226,33,520,6.042,6.042,6.182,6.042,6.042,6.042,6.042,6.042,4
9,120,36.56960878,100.3722738,33.31687448,3344.090448,33,527,6.023,6.023,6.023,6.178,6.023,6.023,6.023,6.023,4
9,119,37.12475163,99.91757168,33.98055416,3395.254456,33,535,6.001,6.001,6.001,6.158,6.001,6.001,6.001,6.001,4
9,119,37.56487238,99.76719201,34.27565745,3419.586099,34,541,6.274,6.274,6.274,6.431,6.274,6.274,6.274,6.274,4
9,119,38.05092985,99.90609671,34.67111581,3463.855849,34,548,6.254,6.254,6.254,6.411,6.254,6.254,6.254,6.254,4
9,119,38.53698732,100.1891301,35.01665716,3508.28842,34,555,6.235,6.235,6.235,6.395,6.235,6.235,6.235,6.235,4
9,119,39.02304479,99.62432334,35.66556253,3553.157534,34,562,6.215,6.215,6.215,6.377,6.215,6.215,6.215,6.215,4
9,119,39.53409578,99.15326736,36.13073293,3582.480222,35,569,6.49,6.49,6.49,6.65,6.49,6.49,6.49,6.49,4
9,119,40.02046073,100.211087,36.162414,3623.874818,35,576,6.471,6.471,6.471,6.633,6.471,6.471,6.471,6.471,4
9,119,40.50682568,99.28410587,36.98184548,3671.709462,35,583,6.452,6.452,6.452,6.617,6.452,6.452,6.452,6.452,4
9,119,40.99319062,100.1898991,37.05916136,3712.953636,35,590,6.426,6.426,6.426,6.598,6.426,6.426,6.426,6.426,4
9,119,41.50577901,98.7978104,37.89589567,3744.031515,36,597,6.711,6.711,6.711,6.874,6.711,6.711,6.711,6.711,4
9,119,41.99245143,99.57962581,38.0231604,3786.332085,36,604,6.691,6.691,6.691,6.858,6.691,6.691,6.691,6.691,4
9,119,42.47912385,98.97299167,38.71944874,3832.179678,36,611,6.673,6.673,6.673,6.841,6.673,6.673,6.673,6.673,4
9,118,42.99294215,98.42665962,39.21471365,3859.773272,37,618,6.954,6.954,6.954,7.12,6.954,6.954,6.954,6.954,4
9,118,43.47992205,98.61288405,39.58758164,3903.845598,37,625,6.935,6.935,6.935,7.104,6.935,6.935,6.935,6.935,4
9,119,43.96690195,98.85179896,39.93033531,3947.185478,37,632,6.918,6.918,6.918,7.087,6.918,6.918,6.918,6.918,4
9,118,44.48195016,97.10925688,40.88873223,3970.674402,38,639,7.202,7.202,7.202,7.369,7.202,7.202,7.202,7.202,4
9,118,44.96923753,98.68395661,40.69896868,4016.335259,38,646,7.174,7.174,7.174,7.354,7.174,7.174,7.174,7.174,4
9,118,45.45652491,98.34571748,41.29313468,4061.002957,38,653,7.166,7.166,7.166,7.338,7.166,7.166,7.166,7.166,4
9,118,45.97280303,98.19275362,41.61810678,4086.596506,39,660,7.453,7.453,7.453,7.453,7.622,7.453,7.453,7.453,5
9,118,46.46039788,97.61245139,42.32101067,4131.057597,39,667,7.436,7.436,7.436,7.436,7.608,7.436,7.436,7.436,5
9,118,46.94799274,97.63043061,42.75576856,4174.264095,39,674,7.415,7.415,7.415,7.415,7.589,7.415,7.415,7.415,5
9,118,47.46550077,97.19793813,43.20092552,4199.040886,40,681,7.707,7.707,7.707,7.707,7.88,7.707,7.707,7.707,5
9,118,47.9534031,97.06458131,43.70446876,4242.155962,40,688,7.692,7.692,7.692,7.692,7.864,7.692,7.692,7.692,5
9,118,48.51100577,97.1272917,44.18506445,4291.575643,40,696,7.671,7.671,7.671,7.671,7.847,7.671,7.671,7.671,5
9,118,48.92920776,97.66235503,44.31244419,4327.657656,40,702,7.656,7.656,7.656,7.656,7.835,7.656,7.656,7.656,5
9,118,49.44825318,96.29188588,45.1902503,4351.454425,41,709,7.949,7.949,7.949,7.949,8.124,7.949,7.949,7.949,5
9,118,49.93646299,96.92686428,45.34639834,4395.284198,41,716,7.932,7.932,7.932,7.932,8.109,7.932,7.932,7.932,5
9,118,50.4246728,96.67967117,45.904293,4438.011953,41,723,7.915,7.915,7.915,7.915,8.094,7.915,7.915,7.915,5
9,118,50.91288261,97.21820977,46.08124111,4479.935765,41,730,7.899,7.899,7.899,7.899,8.079,7.899,7.899,7.899,5
9,117,51.5032536,96.88595299,46.53389966,4508.481215,42,738,8.19,8.19,8.19,8.19,8.37,8.19,8.19,8.19,5
9,117,51.9219827,96.71227948,47.01773835,4547.192651,42,744,8.177,8.177,8.177,8.177,8.359,8.177,8.177,8.177,5
9,117,52.41049999,96.73998439,47.42739023,4588.124991,42,751,8.161,8.161,8.161,8.161,8.343,8.161,8.161,8.161,5
9,117,52.89901728,96.258949,48.14300015,4634.194596,42,758,8.145,8.145,8.145,8.145,8.326,8.145,8.145,8.145,5
9,117,53.49096958,95.88081117,48.59640025,4659.462276,43,766,8.44,8.44,8.44,8.44,8.622,8.44,8.44,8.44,5
9,117,53.90996223,95.86241622,48.99533035,4696.81075,43,772,8.427,8.427,8.427,8.427,8.61,8.427,8.427,8.427,5
9,117,54.46861911,95.60663935,49.61565144,4743.585694,43,780,8.408,8.408,8.408,8.408,8.593,8.408,8.408,8.408,5
9,117,54.88761176,95.75630596,49.91812022,4779.974793,43,786,8.393,8.393,8.393,8.393,8.579,8.393,8.393,8.393,5
9,117,55.41126934,95.97117644,50.0146537,4799.965155,44,793,8.695,8.695,8.695,8.695,8.88,8.695,8.695,8.695,5
9,117,55.90040158,95.30899941,50.81390847,4843.022773,44,800,8.679,8.679,8.679,8.679,8.679,8.865,8.679,8.679,6
9,117,56.38953383,95.9185535,50.91418363,4883.614847,44,807,8.663,8.663,8.663,8.663,8.663,8.85,8.663,8.663,6
9,117,56.87866607,95.24291955,51.72771549,4926.698645,44,814,8.649,8.649,8.649,8.649,8.649,8.837,8.649,8.649,6
9,117,57.40386103,94.66689837,52.25072156,4946.413747,45,821,8.948,8.948,8.948,8.948,8.948,9.138,8.948,8.948,6
9,117,57.96322072,94.66900321,52.75257618,4994.033803,45,829,8.933,8.933,8.933,8.933,8.933,9.123,8.933,8.933,6
9,117,58.38274048,95.20944269,52.83094582,5030.004909,45,835,8.92,8.92,8.92,8.92,8.92,9.116,8.92,8.92,6
9,117,58.8721802,95.27589132,53.25263907,5073.692652,45,842,8.905,8.905,8.905,8.905,8.905,9.096,8.905,8.905,6
9,116,59.39891255,94.12921576,54.08503636,5090.982056,46,849,9.21,9.21,9.21,9.21,9.21,9.4,9.21,9.21,6
9,117,59.88865975,94.66073706,54.23351898,5133.78488,46,856,9.195,9.195,9.195,9.195,9.195,9.386,9.195,9.195,6
9,116,60.37840695,94.10907117,54.96442623,5172.6511,46,863,9.18,9.18,9.18,9.18,9.18,9.373,9.18,9.18,6
9,116,60.93811803,94.8089611,55.07068086,5221.194039,46,871,9.163,9.163,9.163,9.163,9.163,9.354,9.163,9.163,6
9,116,61.39642388,93.51040762,55.94306631,5231.258935,47,877,9.471,9.471,9.471,9.471,9.471,9.664,9.471,9.471,6
9,116,61.88647856,93.9504779,56.1348172,5273.892903,47,884,9.458,9.458,9.458,9.458,9.458,9.647,9.458,9.458,6
9,116,62.51654886,94.92680854,56.07371923,5322.899209,47,893,9.438,9.438,9.438,9.438,9.438,9.632,9.438,9.438,6
9,116,62.7965801,92.68126638,57.63359554,5341.554621,47,897,9.43,9.43,9.43,9.43,9.43,9.626,9.43,9.43,6
9,116,63.46644677,93.80759129,57.33150985,5378.130844,48,905,9.736,9.736,9.736,9.736,9.736,9.93,9.736,9.736,6
9,116,63.95680893,93.5937949,57.89947241,5419.031346,48,913,9.719,9.719,9.719,9.719,9.719,9.917,9.719,9.719,6
9,116,64.44717108,93.43062709,58.43684469,5459.791044,48,920,9.707,9.707,9.707,9.707,9.707,9.904,9.707,9.707,6
9,116,64.93753323,93.77414903,58.65233972,5500.073246,48,927,9.69,9.69,9.69,9.69,9.69,9.89,9.69,9.69,6
9,116,65.35784365,93.46683677,59.22510514,5535.583235,48,933,9.68,9.68,9.68,9.68,9.68,9.881,9.68,9.68,6
9,116,65.88949564,92.54135104,59.96852068,5549.567923,49,940,9.99,9.99,9.99,9.99,9.99,9.99,10.19,9.99,7
9,116,66.38016528,93.83656056,59.54980456,5587.948842,49,947,9.977,9.977,9.977,9.977,9.977,9.977,10.18,9.977,7
9,116,66.94093057,92.98416669,60.62879597,5637.518071,49,955,9.961,9.961,9.961,9.961,9.961,9.961,10.16,9.961,7
9,116,67.36150454,92.5204607,61.29223295,5670.785629,49,961,9.949,9.949,9.949,9.949,9.949,9.949,10.15,9.949,7
9,116,67.85217417,93.10038687,61.3595252,5712.595535,49,968,9.932,9.932,9.932,9.932,9.932,9.932,10.14,9.932,7
9,115,68.38567103,91.84159724,62.35385866,5726.677974,50,975,10.24,10.24,10.24,10.24,10.24,10.24,10.45,10.24,7
9,115,68.87664813,93.30109242,61.79472608,5765.515449,50,982,10.23,10.23,10.23,10.23,10.23,10.23,10.44,10.23,7
9,115,69.43776483,93.04887944,62.4669934,5812.483738,50,990,10.22,10.22,10.22,10.22,10.22,10.22,10.42,10.22,7
9,115,69.85860235,92.01111634,63.55348098,5847.626732,50,996,10.21,10.21,10.21,10.21,10.21,10.21,10.41,10.21,7
9,115,70.34957946,92.77301108,63.45187108,5886.621139,50,1003,10.19,10.19,10.19,10.19,10.19,10.19,10.4,10.19,7
9,115,70.88492118,92.20386079,63.99505033,5900.590711,51,1010,10.51,10.51,10.51,10.51,10.51,10.51,10.71,10.51,7
9,115,71.37620577,91.60290348,64.8306713,5938.677725,51,1017,10.5,10.5,10.5,10.5,10.5,10.5,10.7,10.5,7
9,115,71.86749035,92.04024725,64.96990824,5979.846418,51,1024,10.48,10.48,10.48,10.48,10.48,10.48,10.69,10.48,7
9,115,72.35877494,91.95401791,65.46006671,6019.316146,51,1031,10.47,10.47,10.47,10.47,10.47,10.47,10.68,10.47,7
9,115,72.85005953,92.152749,65.75750327,6059.734694,51,1038,10.45,10.45,10.45,10.45,10.45,10.45,10.66,10.45,7
9,115,73.38724611,92.22699873,65.81500203,6069.920108,52,1045,10.77,10.77,10.77,10.77,10.77,10.77,10.98,10.77,7
9,115,73.87883818,91.56540078,66.73323927,6110.455799,52,1052,10.75,10.75,10.75,10.75,10.75,10.75,10.96,10.75,7
9,115,74.37043024,91.88841499,66.92097211,6149.262056,52,1059,10.75,10.75,10.75,10.75,10.75,10.75,10.96,10.75,7
9,115,74.9791181,90.69746457,67.98766649,6166.308973,53,1066,11.06,11.06,11.06,11.06,11.06,11.06,11.27,11.06,7
9,115,75.40074628,91.21265844,67.968551,6199.592228,53,1073,11.05,11.05,11.05,11.05,11.05,11.05,11.26,11.05,7
9,115,75.89264582,91.68582982,68.02697473,6237.109628,53,1080,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.25,8
9,115,76.38454536,90.90779901,69.05924258,6278.023744,53,1087,11.03,11.03,11.03,11.03,11.03,11.03,11.03,11.24,8
9,115,76.8764449,91.3428146,69.1513317,6316.477271,53,1094,11.01,11.01,11.01,11.01,11.01,11.01,11.01,11.22,8
9,115,77.36834444,91.10220046,69.76497667,6355.74289,53,1101,11,11,11,11,11,11,11,11.21,8
9,115,77.86024398,90.9578826,70.30547048,6394.83673,53,1108,10.99,10.99,10.99,10.99,10.99,10.99,10.99,11.2,8
9,115,78.4011203,91.5838264,69.87707592,6399.60999,54,1115,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.52,8
9,114,78.89332732,90.50042164,71.19499523,6443.177087,54,1122,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.51,8
9,114,79.38553434,90.53703443,71.59526787,6482.023233,54,1129,11.28,11.28,11.28,11.28,11.28,11.28,11.28,11.5,8
9,115,79.87774136,91.17435341,71.5035265,6519.287795,54,1136,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.49,8
9,115,80.44026367,90.54651083,72.49601286,6564.261013,54,1144,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.51,8
9,115,80.8621554,90.52379366,72.89637971,6598.856835,54,1150,11.24,11.24,11.24,11.24,11.24,11.24,11.24,11.46,8
9,115,81.35436241,91.16456218,72.76330497,6633.434841,54,1157,11.23,11.23,11.23,11.23,11.23,11.23,11.23,11.45,8
9,114,81.89769855,89.59233652,74.14654238,6642.961977,55,1164,11.55,11.55,11.55,11.55,11.55,11.55,11.55,11.77,8
9,114,82.39021305,89.83741239,74.39420973,6683.383298,55,1171,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.76,8
9,114,82.88272755,90.13669961,74.55997737,6720.590283,55,1178,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.75,8
9,114,83.37524204,89.52776871,75.4746549,6757.077447,55,1185,11.52,11.52,11.52,11.52,11.52,11.52,11.52,11.47,8
9,114,83.93811575,90.44258818,75.20527468,6801.759687,55,1193,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.72,8
9,114,84.36027103,89.81697159,76.09630792,6834.739927,55,1199,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.71,8
9,114,84.43063025,91.05225889,75.02759019,6831.431566,55,1200,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.71,8
9,114,84.45698546,89.13416917,76.53759792,6822.1152,55.5,1200,11.66,11.66,11.66,11.66,11.66,11.66,11.66,11.88,9
10,122,5.118809804,106.5300934,4.852513326,516.9386979,7,100,0,0,1.682,1.682,1.682,1.682,1.682,1.682,9
10,123,5.681878883,106.3568755,5.410993015,575.4963103,7,111,0,0,1.622,1.622,1.622,1.622,1.622,1.622,9
10,123,5.835443177,106.6651825,5.548740629,591.857432,7,114,0,0,1.605,1.605,1.605,1.605,1.605,1.605,9
10,123,6.351409216,106.7453568,6.026654946,643.3174324,8,124,0,0,1.711,1.711,1.711,1.711,1.711,1.711,9
10,123,6.556293384,106.2033525,6.251523771,663.9327825,8,128,0,0,1.69,1.69,1.69,1.69,1.69,1.69,9
10,124,7.017282763,107.8968696,6.613455282,713.5711225,8,137,0,0,1.642,1.642,1.642,1.642,1.642,1.642,9
10,123,7.334031006,105.5903383,6.993095186,738.4032864,10,143,0,0,1.952,1.952,1.952,1.952,1.952,1.952,9
10,123,7.693039516,107.0415695,7.26015756,777.13866,10,150,0,0,1.917,1.917,1.917,1.917,1.917,1.917,9
10,123,7.949474167,109.1218008,7.342374432,801.2131204,10,155,0,0,1.891,1.891,1.891,1.891,1.891,1.891,9
10,123,8.370509359,104.6595652,8.001390001,837.4219982,12,163,0,0,2.218,2.218,2.218,2.218,2.218,2.218,9
10,123,8.729979086,108.8479459,8.016854223,872.6181151,12,170,0,0,2.18,2.18,2.18,2.18,2.18,2.18,9
10,123,9.089448813,106.4227154,8.593924252,914.5887547,12,177,0,0,2.151,2.151,2.151,2.151,2.151,2.151,9
10,123,9.46104194,106.9774064,8.81601072,943.1139614,14,184,0,0,2.51,2.51,2.51,2.51,2.51,2.51,9
10,123,9.820972883,108.560829,8.979012318,974.7690212,14,191,0,0,2.477,2.477,2.477,2.477,2.477,2.477,9
10,123,10.12948512,104.9574777,9.638271074,1011.608622,14,197,0,0,2.45,2.45,2.45,2.45,2.45,2.45,9
10,122,10.55434182,105.1603447,9.954778329,1046.84792,16,205,0,0,2.829,2.829,2.829,2.829,2.829,2.829,9
10,122,10.91473398,105.6799898,10.25701965,1083.961732,16,212,0,0,2.797,2.797,2.797,2.797,2.797,2.797,9
10,123,11.22364154,105.1267518,10.60779909,1115.163462,16,218,0,0,2.771,2.771,2.771,2.771,2.771,2.771,9
10,122,11.650409,103.2034841,11.10015101,1145.574258,18,226,0,0,3.173,3.173,3.173,3.173,3.173,3.173,9
10,122,11.95971189,105.1781992,11.21606071,1179.685067,18,232,0,0,3.148,3.148,3.148,3.148,3.148,3.148,9
10,122,12.37211575,103.7589277,11.75611744,1219.802139,18,240,3.115,0,0,3.115,3.115,3.115,3.115,3.115,13
10,121,12.74924347,104.1325997,11.9752622,1247.015186,20,247,3.544,0,0,3.544,3.544,3.544,3.544,3.544,13
10,121,13.11055806,102.4464048,12.49999149,1280.579189,20,254,3.506,0,0,3.506,3.506,3.506,3.506,3.506,13
10,121,13.48047104,103.7367319,12.67818814,1315.193804,21,261,3.724,0,0,3.724,3.724,3.724,3.724,3.724,13
10,121,13.84201624,105.7456117,12.73032469,1346.175972,21,268,3.696,0,0,3.696,3.696,3.696,3.696,3.696,13
10,121,14.0486135,102.6927933,13.3419369,1370.120769,21,272,3.681,0,0,3.681,3.681,3.681,3.681,3.681,13
10,121,14.47103234,105.2445249,13.33597256,1403.538096,22,280,3.89,0,0,3.89,3.89,3.89,3.89,3.89,13
10,121,14.83280815,101.978472,14.1232884,1440.271371,22,287,3.864,0,0,3.864,3.864,3.864,3.864,3.864,13
10,121,15.29794848,104.9404651,14.18027259,1488.084401,22,296,3.83,0,0,3.83,3.83,3.83,3.83,3.83,13
10,121,15.66970632,103.5944099,14.67362542,1520.105567,23,303,4.05,0,0,4.05,4.05,4.05,4.05,4.05,13
10,121,16.03171274,102.4751976,15.17418812,1554.977926,23,310,4.025,0,0,4.025,4.025,4.025,4.025,4.025,13
10,121,16.39371916,103.3874332,15.37758461,1589.849003,23,317,3.998,0,0,3.998,3.998,3.998,3.998,3.998,13
10,121,16.76639944,101.9387013,15.88803284,1619.605434,24,324,4.223,0,0,4.223,4.223,4.223,4.223,4.223,13
10,121,17.12863646,103.0752948,16.07874401,1657.321279,24,331,4.199,0,0,4.199,4.199,4.199,4.199,4.199,13
10,121,17.49087349,104.1957344,16.23106655,1691.207899,24,338,4.174,0,0,4.174,4.174,4.174,4.174,4.174,13
10,121,17.8644762,102.3196402,16.82111845,1721.130787,25,345,4.41,0,0,4.41,4.41,4.41,4.41,4.41,13
10,121,18.22694383,100.9665049,17.35558061,1752.332315,25,352,4.38,0,0,4.38,4.38,4.38,4.38,4.38,13
10,121,18.58941147,102.8126638,17.43483822,1792.52216,25,359,4.356,0,0,4.356,4.356,4.356,4.356,4.356,13
10,121,19.02179587,103.3439193,17.61066507,1819.95515,26.5,367,4.721,0,0,4.721,4.721,4.721,4.721,4.721,13
10,121,19.33277891,102.7178713,18.03643772,1852.664489,26.5,373,4.701,0,0,4.701,4.701,4.701,4.701,4.701,13
10,121,19.74114713,101.5157534,18.67484506,1895.790966,26,381,4.54,4.54,4.54,4.54,0,4.54,0,4.54,16
10,121,20.06478067,102.3290218,18.7619972,1919.896821,27,387,4.78,4.78,4.78,4.78,0,4.78,0,4.78,16
10,121,20.42770952,101.9835959,19.16926489,1954.950564,27,394,4.76,4.76,4.76,4.76,0,4.76,0,4.76,16
10,121,20.79063837,102.0968772,19.49770985,1990.655289,27,401,4.74,4.74,4.74,4.74,0,4.74,0,4.74,16
10,120,21.16700838,101.4657832,19.88440771,2017.587002,28,408,4.985,4.985,4.985,4.985,0,4.985,0,4.985,16
10,120,21.53016784,102.0184513,20.12106277,2052.719663,28,415,4.963,4.963,4.963,4.963,0,4.963,0,4.963,16
10,120,21.89332729,101.2202977,20.62355867,2087.522747,28,422,4.94,4.94,4.94,4.94,0,4.94,0,4.94,16
10,120,22.27061974,98.56584198,21.3132439,2100.75783,29,429,5.19,5.19,5.19,5.19,0,5.19,0,5.19,16
10,120,22.6340098,101.8757831,21.0983813,2149.414116,29,436,5.168,5.168,5.168,5.168,0,5.168,0,5.168,16
10,120,22.99739987,100.2834562,21.75853158,2182.020749,29,443,5.145,5.145,5.145,5.145,0,5.145,0,5.145,16
