Target,Voc,Isc,Vmp,Imp,Pmp,T,G,I1,I2,I3,I4,I5,I6,I7,I8,L
7,115,60.37883406,91.77072771,56.03845483,5142.689779,46,863,9.177,9.177,9.177,9.177,9.177,20.88,9.177,9.177,6
7,115,60.93854516,92.53142366,56.06136011,5187.437463,46,871,9.163,9.163,9.163,9.163,9.163,20.87,9.163,9.163,6
7,114,61.39685102,92.31500638,56.31902715,5199.09135,47,877,9.47,9.47,9.47,9.47,9.47,21.21,9.47,9.47,6
7,114,61.8869057,92.0170205,56.96249607,5241.519168,47,884,9.45,9.45,9.45,9.45,9.45,21.2,9.45,9.45,6
7,115,62.4469682,90.8575229,58.20158101,5288.051479,47,892,9.44,9.44,9.44,9.44,9.44,21.19,9.44,9.44,6
7,114,62.79700726,91.25541128,58.28385514,5318.717172,47,897,9.43,9.43,9.43,9.43,9.43,21.18,9.43,9.43,6
7,114,63.3968222,90.97633269,58.72425094,5342.516991,48,905,9.738,9.738,9.738,9.738,9.738,21.52,9.738,9.738,6
7,114,63.88718436,89.74276684,59.89524427,5375.164941,48,912,9.723,9.723,9.723,9.723,9.723,21.51,9.723,9.723,6
7,114,64.44759826,91.92341025,59.01339133,5424.712181,48,920,9.706,9.706,9.706,9.706,9.706,21.5,9.706,9.706,6
7,114,64.86790869,91.27076152,59.86682622,5464.090818,48,926,9.694,9.694,9.694,9.694,9.694,21.49,9.694,9.694,6
7,114,65.35827085,89.42660618,61.42361006,5492.904987,48,933,9.68,9.68,9.68,9.68,9.68,21.49,9.68,9.68,6
7,114,65.88992285,90.15159702,61.22813246,5519.813924,49,940,9.992,9.992,9.992,9.992,9.992,9.992,21.83,9.992,7
7,114,66.38059249,91.02921003,61.08097934,5560.153297,49,947,9.976,9.976,9.976,9.976,9.976,9.976,21.82,9.976,7
7,114,66.87126212,90.58578413,61.83586938,5601.450715,49,954,9.964,9.964,9.964,9.964,9.964,9.964,21.81,9.964,7
7,114,67.36193176,90.31791024,62.46042479,5641.29504,49,961,9.95,9.95,9.95,9.95,9.95,9.95,21.8,9.95,7
7,114,67.8526014,89.53893097,63.40164864,5676.915841,49,968,9.932,9.932,9.932,9.932,9.932,9.932,21.79,9.932,7
7,113,68.38609827,89.99496433,63.30184718,5696.847479,50,975,10.25,10.25,10.25,10.25,10.25,10.25,22.14,10.25,7
7,114,68.87707538,89.97362553,63.75888795,5736.618309,50,982,10.23,10.23,10.23,10.23,10.23,10.23,22.13,10.23,7
7,114,69.3680525,89.57175898,64.47757823,5775.370097,50,989,10.22,10.22,10.22,10.22,10.22,10.22,22.12,10.22,7
7,114,69.85902961,90.10687178,64.55632534,5816.96853,50,996,10.21,10.21,10.21,10.21,10.21,10.21,22.11,10.21,7
7,114,70.35000673,90.40031351,64.78818911,5856.872607,50,1003,10.19,10.19,10.19,10.19,10.19,10.19,22.1,10.19,7
7,113,70.88534846,89.61299291,65.50811763,5870.37848,51,1010,10.51,10.51,10.51,10.51,10.51,10.51,22.44,10.51,7
7,113,71.37663305,89.1688498,66.26333782,5908.625617,51,1017,10.5,10.5,10.5,10.5,10.5,10.5,22.44,10.5,7
7,113,71.86791765,89.97094282,66.12581409,5949.401838,51,1024,10.48,10.48,10.48,10.48,10.48,10.48,22.43,10.48,7
7,113,72.35920224,89.88902381,66.62848729,5989.16968,51,1031,10.47,10.47,10.47,10.47,10.47,10.47,22.42,10.47,7
7,113,72.85048683,89.60468785,67.28264049,6028.839999,51,1038,10.45,10.45,10.45,10.45,10.45,10.45,22.41,10.45,7
7,113,73.38767343,88.83432504,68.01426792,6042.001584,52,1045,10.77,10.77,10.77,10.77,10.77,10.77,22.75,10.77,7
7,113,73.8792655,88.48220903,68.6888838,6077.744174,52,1052,10.76,10.76,10.76,10.76,10.76,10.76,22.74,10.76,7
7,113,74.37085757,88.72654554,68.98137563,6120.479166,52,1059,10.75,10.75,10.75,10.75,10.75,10.75,22.73,10.75,7
7,113,74.90927408,89.09124717,68.82420422,6131.634189,53,1066,11.07,11.07,11.07,11.07,11.07,11.07,23.08,11.07,7
7,113,75.47144499,88.51111973,69.77840746,6176.164977,53,1074,11.05,11.05,11.05,11.05,11.05,11.05,23.07,11.05,7
7,113,75.89307318,87.11173118,71.12279808,6195.630067,53,1080,11.04,11.04,11.04,11.04,11.04,11.04,11.04,23.06,8
7,113,76.38497272,89.06409184,70.15375153,6248.180169,53,1087,11.03,11.03,11.03,11.03,11.03,11.03,11.03,23.06,8
7,113,76.87687227,88.38953764,71.12632698,6286.823156,53,1094,11.01,11.01,11.01,11.01,11.01,11.01,11.01,23.05,8
7,113,77.36877182,88.71795039,71.30936494,6326.420702,53,1101,11,11,11,11,11,11,11,23.04,8
7,113,77.86067137,86.7349238,73.15877364,6345.420658,53,1108,10.99,10.99,10.99,10.99,10.99,10.99,10.99,23.03,8
7,113,78.4015477,88.43495229,72.08990009,6375.266875,54,1115,11.31,11.31,11.31,11.31,11.31,11.31,11.31,23.38,8
7,113,78.89375472,88.80059731,72.20974312,6412.268321,54,1122,11.3,11.3,11.3,11.3,11.3,11.3,11.3,23.37,8
7,113,79.38596175,88.9957464,72.4695568,6449.482299,54,1129,11.28,11.28,11.28,11.28,11.28,11.28,11.28,23.36,8
7,113,79.87816877,88.22720593,73.57546868,6491.358027,54,1136,11.27,11.27,11.27,11.27,11.27,11.27,11.27,23.35,8
7,113,80.44069109,88.36006248,73.9686125,6535.871222,54,1143,11.26,11.26,11.26,11.26,11.26,11.26,11.26,23.35,8
7,113,80.86258283,87.51596281,75.02777722,6566.128161,54,1150,11.24,11.24,11.24,11.24,11.24,11.24,11.24,23.33,8
7,113,81.35478985,88.64157647,74.52489465,6606.004148,54,1157,11.23,11.23,11.23,11.23,11.23,11.23,11.23,23.32,8
7,113,81.898126,89.40484775,73.78623837,6596.847408,55,1164,11.55,11.55,11.55,11.55,11.55,11.55,11.55,23.67,8
7,113,82.3906405,89.15422635,74.48044087,6640.246083,55,1171,11.54,11.54,11.54,11.54,11.54,11.54,11.54,23.67,8
7,113,82.88315501,87.79249394,76.21812366,6691.37916,55,1178,11.53,11.53,11.53,11.53,11.53,11.53,11.53,23.65,8
7,113,83.37566951,88.39841439,76.09121064,6726.34237,55,1185,11.52,11.52,11.52,11.52,11.52,11.52,11.52,23.65,8
7,113,83.86818401,87.51122936,77.34429237,6768.494109,55,1192,11.5,11.5,11.5,11.5,11.5,11.5,11.5,23.64,8
7,113,84.36069852,86.55412724,78.54434347,6798.337098,55,1199,11.49,11.49,11.49,11.49,11.49,11.49,11.49,23.62,8
7,113,84.43105773,88.62740954,76.78562585,6805.311109,55,1200,11.49,11.49,11.49,11.49,11.49,11.49,11.49,23.63,8
7,112,84.48376817,87.21662236,77.74217412,6780.409842,56,1200,11.83,11.83,11.83,11.83,11.83,11.83,11.83,23.99,8
8,54.8,6.825079739,47.01176362,6.476007981,304.4485564,7,100,178.7,1.682,1.682,1.682,1.682,1.682,1.682,1.682,1
8,55.6,7.507587713,47.41819204,7.081679215,335.800425,7,110,178.7,1.627,1.627,1.627,1.627,1.627,1.627,1.627,1
8,55.9,7.780590903,46.64169873,7.467536729,348.2985984,7,114,178.7,1.605,1.605,1.605,1.605,1.605,1.605,1.605,1
8,56,8.468545621,47.06984784,8.052282403,379.0197075,8,124,179.1,1.711,1.711,1.711,1.711,1.711,1.711,1.711,1
8,56.2,8.741724512,47.12785617,8.311447418,391.7006985,8,128,179.1,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1
8,56.3,9.288082295,48.64513366,8.470129965,412.0306043,8,136,179.1,1.674,1.674,1.674,1.674,1.674,1.674,1.674,1
8,56.7,9.778708007,45.90742304,9.456957472,434.1445473,10,143,179.8,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1
8,57,10.25738602,46.91103991,9.771207773,458.3775178,10,150,179.8,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1
8,57,10.66768146,48.39454323,9.772125018,472.9175267,10,156,179.8,1.886,1.886,1.886,1.886,1.886,1.886,1.886,1
8,56.8,11.16067914,47.19089596,10.50822,495.8923167,12,163,180.5,2.22,2.22,2.22,2.22,2.22,2.22,2.22,1
8,57.4,11.63997211,47.23758775,10.96363146,517.895503,12,170,180.5,2.185,2.185,2.185,2.185,2.185,2.185,2.185,1
8,57.4,12.05466009,46.5412488,11.51579642,535.9595463,12,177,180.7,2.251,2.251,2.251,2.251,2.251,2.251,2.251,1
8,57.4,12.61472259,46.10003577,12.09664973,557.6559852,14,184,181.3,2.51,2.51,2.51,2.51,2.51,2.51,2.51,1
8,57.5,13.09463051,46.6563258,12.44351431,580.5686577,14,191,181.3,2.476,2.476,2.476,2.476,2.476,2.476,2.476,1
8,57.8,13.50598016,46.50067314,12.88521604,599.1712194,14,197,181.3,2.449,2.449,2.449,2.449,2.449,2.449,2.449,1
8,57.9,14.07245576,45.87944472,13.49546457,619.1644208,16,205,182,2.828,2.828,2.828,2.828,2.828,2.828,2.828,1
8,57.9,14.55297864,45.84646629,13.97393282,640.6554398,16,212,182,2.797,2.797,2.797,2.797,2.797,2.797,2.797,1
8,58,14.96485539,47.16165259,13.99877953,660.2055768,16,218,182,2.771,2.771,2.771,2.771,2.771,2.771,2.771,1
8,58.2,15.53387866,46.17346778,14.75570974,681.322288,18,226,182.8,3.174,3.174,3.174,3.174,3.174,3.174,3.174,1
8,58.3,15.94628252,45.78022992,15.26694532,698.924267,18,232,182.8,3.148,3.148,3.148,3.148,3.148,3.148,3.148,1
8,58.4,16.49615433,46.7799744,15.49340315,724.781003,18,240,3.125,182.2,3.125,3.125,3.125,3.125,3.125,3.125,2
8,58.4,16.99899129,46.06242879,16.10336155,741.7599446,20,247,3.543,183.5,3.543,3.543,3.543,3.543,3.543,3.543,2
8,58.6,17.48074408,46.22105213,16.51971451,763.5585856,20,254,3.515,183.5,3.515,3.515,3.515,3.515,3.515,3.515,2
8,58.8,17.97396139,46.15924834,16.95384916,782.5769336,21,261,3.723,183.9,3.723,3.723,3.723,3.723,3.723,3.723,2
8,59.1,18.45602166,46.83105854,17.1383504,802.6070908,21,268,3.696,183.9,3.696,3.696,3.696,3.696,3.696,3.696,2
8,59,18.73148467,45.5075496,17.91234066,815.1467312,21,272,3.681,183.9,3.681,3.681,3.681,3.681,3.681,3.681,2
8,59.2,19.29470979,45.38741305,18.44322712,837.0903671,22,280,3.89,184.3,3.89,3.89,3.89,3.89,3.89,3.89,2
8,59.5,19.77707754,47.11565979,18.17252701,856.2106004,22,287,3.864,184.3,3.864,3.864,3.864,3.864,3.864,3.864,2
8,59.7,20.39726464,46.19706863,19.22202199,888.0010691,22,296,3.83,184.2,3.83,3.83,3.83,3.83,3.83,3.83,2
8,59.7,20.89294177,45.6181576,19.86014549,905.983247,23,303,4.05,184.6,4.05,4.05,4.05,4.05,4.05,4.05,2
8,60,21.37561699,44.98281019,20.54154987,924.0166386,23,310,4.025,184.6,4.025,4.025,4.025,4.025,4.025,4.025,2
8,60.1,21.85829221,47.01620867,20.12997308,946.4350149,23,317,3.998,184.6,3.998,3.998,3.998,3.998,3.998,3.998,2
8,60.1,22.35519925,45.4341021,21.28370521,967.0060357,24,324,4.225,185,4.225,4.225,4.225,4.225,4.225,4.225,2
8,60.2,22.83818195,46.77587478,21.10812816,987.3511595,24,331,4.199,185,4.199,4.199,4.199,4.199,4.199,4.199,2
8,60.4,23.32116465,46.2857696,21.84268881,1011.005662,24,338,4.175,185,4.175,4.175,4.175,4.175,4.175,4.175,2
8,60.7,23.8193016,45.20939619,22.72282424,1027.285164,25,345,4.405,185.4,4.405,4.405,4.405,4.405,4.405,4.405,2
8,60.8,24.30259178,47.36384273,22.00466819,1042.225643,25,352,4.38,185.4,4.38,4.38,4.38,4.38,4.38,4.38,2
8,61.1,24.78588195,46.11216138,23.25172147,1072.187133,25,359,4.357,185.4,4.357,4.357,4.357,4.357,4.357,4.357,2
8,61.1,25.35433419,44.9328243,24.25206723,1089.713876,26,367,4.589,185.7,4.589,4.589,4.589,4.589,4.589,4.589,2
8,61.3,25.76884647,45.95386726,24.18934882,1111.594125,26,373,4.569,185.7,4.569,4.569,4.569,4.569,4.569,4.569,2
8,61.7,26.3215295,45.92878355,24.73653818,1136.119108,26,381,4.452,4.452,185.7,4.452,4.452,4.452,4.452,4.452,3
8,61.5,26.75304089,45.76472608,25.14255032,1150.641928,27,387,4.786,4.786,186.1,4.786,4.786,4.786,4.786,4.786,3
8,61.7,27.23694603,46.09546408,25.41802323,1171.655577,27,394,4.77,4.77,186.1,4.77,4.77,4.77,4.77,4.77,3
8,62,27.72085116,44.38201934,26.69006083,1184.558796,27,401,4.74,4.74,186.1,4.74,4.74,4.74,4.74,4.74,3
8,62.1,28.22267784,44.25118685,27.15944919,1201.837861,28,408,4.986,4.986,186.5,4.986,4.986,4.986,4.986,4.986,3
8,62.3,28.70689045,45.32291708,27.16624299,1231.253378,28,415,4.963,4.963,186.5,4.963,4.963,4.963,4.963,4.963,3
8,62.4,29.19110306,46.33393754,27.02780243,1252.30451,28,422,4.94,4.94,186.5,4.94,4.94,4.94,4.94,4.94,3
8,62.4,29.69415965,45.46850278,27.93910287,1270.349176,29,429,5.191,5.191,186.8,5.191,5.191,5.191,5.191,5.191,3
8,62.7,30.17867974,44.45146291,28.91254435,1285.204893,29,436,5.17,5.17,186.8,5.17,5.17,5.17,5.17,5.17,3
8,62.9,30.66319982,45.43374745,28.89318109,1312.725493,29,443,5.147,5.147,186.8,5.147,5.147,5.147,5.147,5.147,3
8,62.8,31.16748632,46.03671318,28.87281283,1329.209403,30,450,5.4,5.4,187.2,5.4,5.4,5.4,5.4,5.4,3
8,63.2,31.65231389,44.95186379,30.01448611,1349.207091,30,457,5.38,5.38,187.2,5.38,5.38,5.38,5.38,5.38,3
8,63.3,32.13714145,47.65579769,28.39556783,1353.213436,30,464,5.359,5.359,187.2,5.359,5.359,5.359,5.359,5.359,3
8,63.2,32.64265787,44.50137516,31.10955815,1384.418119,31,471,5.617,5.617,187.6,5.617,5.617,5.617,5.617,5.617,3
8,63.6,33.12779291,44.03391607,31.79726085,1400.157915,31,478,5.596,5.596,187.6,5.596,5.596,5.596,5.596,5.596,3
8,63.6,33.61292795,47.35394148,29.90359459,1416.053068,31,485,5.575,5.575,187.6,5.575,5.575,5.575,5.575,5.575,3
8,63.7,34.11967427,43.90305759,32.73589178,1437.205742,32,492,5.838,5.838,188,5.838,5.838,5.838,5.838,5.838,3
8,64,34.60511679,44.72989789,32.78319331,1466.388889,32,499,5.815,5.815,187.9,5.815,5.815,5.815,5.815,5.815,3
8,64.1,35.15990824,45.11339427,33.07924705,1492.317114,32,507,5.97,5.97,187.9,5.97,5.97,5.97,5.97,5.97,3
8,64.1,35.59853554,45.3774776,33.19444828,1506.280333,33,513,6.07,6.07,188.3,6.07,6.07,6.07,6.07,6.07,3
8,64.4,36.08428554,44.94949649,33.9566042,1526.332261,33,520,6.043,6.043,6.043,188.3,6.043,6.043,6.043,6.043,4
8,64.6,36.63942839,45.96180209,33.72874112,1550.233724,33,528,6.021,6.021,6.021,188.3,6.021,6.021,6.021,6.021,4
8,64.8,37.05578554,46.34854477,33.78601442,1565.932602,33,534,6.004,6.004,6.004,188.3,6.004,6.004,6.004,6.004,4
8,64.8,37.56529915,46.07751366,34.34586243,1582.571945,34,541,6.274,6.274,6.274,188.7,6.274,6.274,6.274,6.274,4
8,65,38.05135663,45.34303702,35.42758422,1606.394263,34,548,6.25,6.25,6.25,188.7,6.25,6.25,6.25,6.25,4
8,65.2,38.5374141,45.66515883,35.63101896,1627.09614,34,555,6.235,6.235,6.235,188.7,6.235,6.235,6.235,6.235,4
8,65.3,39.02347158,47.41687253,34.35136998,1628.834532,34,562,6.215,6.215,6.215,188.7,6.215,6.215,6.215,6.215,4
8,65.4,39.53452259,44.0190181,37.62631228,1656.273321,35,569,6.49,6.49,6.49,189.1,6.49,6.49,6.49,6.49,4
8,65.6,40.02088754,44.72044718,37.63396897,1683.007922,35,576,6.471,6.471,6.471,189,6.471,6.471,6.471,6.471,4
8,65.7,40.50725249,44.51617297,38.24550098,1702.543337,35,583,6.451,6.451,6.451,189.1,6.451,6.451,6.451,6.451,4
8,66.1,40.99361744,43.68809775,39.22190013,1713.530207,35,590,6.433,6.433,6.433,189.1,6.433,6.433,6.433,6.433,4
8,66.1,41.50620584,43.14081249,39.90625187,1721.588129,36,597,6.71,6.71,6.71,189.4,6.71,6.71,6.71,6.71,4
8,66.4,41.99287827,44.40210706,39.62206319,1759.303092,36,604,6.692,6.692,6.692,189.4,6.692,6.692,6.692,6.692,4
8,66.5,42.4795507,43.05203439,40.89129485,1760.453432,36,611,6.673,6.673,6.673,189.4,6.673,6.673,6.673,6.673,4
8,66.5,42.993369,45.39048841,39.6287202,1798.766965,37,618,6.955,6.955,6.955,189.8,6.955,6.955,6.955,6.955,4
8,66.6,43.48034891,45.58837627,39.90164677,1819.051287,37,625,6.935,6.935,6.935,189.8,6.935,6.935,6.935,6.935,4
8,66.9,43.96732882,44.82407114,41.04457716,1839.785047,37,632,6.918,6.918,6.918,189.8,6.918,6.918,6.918,6.918,4
8,66.8,44.48237703,44.36474257,41.75928778,1852.640052,38,639,7.202,7.202,7.202,190.2,7.202,7.202,7.202,7.202,4
8,67,44.96966442,44.73412956,41.9252938,1875.491525,38,646,7.185,7.185,7.185,190.2,7.185,7.185,7.185,7.185,4
8,67.3,45.4569518,44.07508604,42.91032498,1891.276266,38,653,7.166,7.166,7.166,190.2,7.166,7.166,7.166,7.166,4
8,67.3,45.97322993,44.42272037,42.98936494,1909.704537,39,660,7.453,7.453,7.453,7.453,190.5,7.453,7.453,7.453,5
8,67.6,46.46082479,46.93385533,40.80659714,1915.210927,39,667,7.436,7.436,7.436,7.436,190.5,7.436,7.436,7.436,5
8,67.7,46.94841965,44.48983372,43.85977739,1951.314203,39,674,7.415,7.415,7.415,7.415,190.5,7.415,7.415,7.415,5
8,67.7,47.46592769,44.46157369,44.21676734,1965.947059,40,681,7.708,7.708,7.708,7.708,190.9,7.708,7.708,7.708,5
8,67.8,47.95383003,45.79530784,43.346569,1985.069471,40,688,7.691,7.691,7.691,7.691,190.9,7.691,7.691,7.691,5
8,67.9,48.44173237,45.07884838,44.56127205,2008.770826,40,695,7.673,7.673,7.673,7.673,190.9,7.673,7.673,7.673,5
8,68.2,48.92963471,43.87470887,46.10222154,2022.721548,40,702,7.653,7.653,7.653,7.653,190.9,7.653,7.653,7.653,5
8,68.3,49.44868013,45.99358172,44.29963634,2037.498944,41,709,7.949,7.949,7.949,7.949,191.3,7.949,7.949,7.949,5
8,68.5,49.93688995,44.18089475,46.65294159,2061.168702,41,716,7.932,7.932,7.932,7.932,191.3,7.932,7.932,7.932,5
8,68.7,50.42509977,43.93681435,47.3264108,2079.371725,41,723,7.915,7.915,7.915,7.915,191.3,7.915,7.915,7.915,5
8,68.7,50.91330959,46.83362494,44.62126482,2089.775581,41,730,7.899,7.899,7.899,7.899,191.3,7.899,7.899,7.899,5
8,69.1,51.50368058,42.59822425,49.22492901,2096.894565,42,738,8.191,8.191,8.191,8.191,191.6,8.191,8.191,8.191,5
8,69.1,51.92240969,45.21340774,47.31713775,2139.369042,42,744,8.178,8.178,8.178,8.178,191.6,8.178,8.178,8.178,5
8,69.3,52.41092699,44.89698986,48.11742432,2160.327512,42,751,8.16,8.16,8.16,8.16,191.6,8.16,8.16,8.16,5
8,69.4,52.89944428,44.3712355,49.1078345,2178.97529,42,758,8.142,8.142,8.142,8.142,191.6,8.142,8.142,8.142,5
8,69.5,53.49139659,46.52049462,46.96348061,2184.764347,43,766,8.44,8.44,8.44,8.44,192,8.44,8.44,8.44,5
8,69.8,53.91038925,46.13020041,47.86131918,2207.852246,43,772,8.427,8.427,8.427,8.427,192,8.427,8.427,8.427,5
8,69.9,54.46904614,43.31733643,51.38917876,2226.042345,43,780,8.408,8.408,8.408,8.408,192,8.408,8.408,8.408,5
8,70.1,54.8880388,44.48407657,50.6938599,2255.069545,43,786,8.395,8.395,8.395,8.395,192,8.395,8.395,8.395,5
8,70.1,55.41169638,46.29247318,48.80809893,2259.44761,44,793,8.695,8.695,8.695,8.695,192.4,8.695,8.695,8.695,5
8,70.3,55.90082863,44.84114228,51.06262741,2289.706541,44,800,8.68,8.68,8.68,8.68,8.68,192.4,8.68,8.68,6
8,70.5,56.38996088,42.38094949,53.80733508,2280.40595,44,807,8.665,8.665,8.665,8.665,8.665,192.4,8.665,8.665,6
8,70.6,56.87909314,45.16169327,51.60710451,2330.664224,44,814,8.649,8.649,8.649,8.649,8.649,192.4,8.649,8.649,6
8,70.6,56.87909314,45.16169327,51.60710451,2330.664224,45,821,8.649,8.649,8.649,8.649,8.649,192.4,8.649,8.649,6
8,70.9,57.89372784,44.0828943,53.56837595,2361.449055,45,828,8.936,8.936,8.936,8.936,8.936,192.8,8.936,8.936,6
8,71,58.38316756,45.28680316,52.64067426,2383.927853,45,835,8.92,8.92,8.92,8.92,8.92,192.8,8.92,8.92,6
8,71.3,58.87260729,43.91947928,54.66272471,2400.758405,45,842,8.905,8.905,8.905,8.905,8.905,192.7,8.905,8.905,6
8,71.3,59.46930354,46.3884698,51.92991271,2408.949188,46,849,9.209,9.209,9.209,9.209,9.209,193.1,9.209,9.209,6
8,71.5,59.95905074,44.40543583,54.95581557,2440.336942,46,857,9.193,9.193,9.193,9.193,9.193,193.1,9.193,9.193,6
8,71.7,60.37883406,43.69095845,56.13048946,2452.394883,46,863,9.18,9.18,9.18,9.18,9.18,193.1,9.18,9.18,6
8,71.9,61.00850904,44.38828019,55.95686147,2483.828845,46,872,9.161,9.161,9.161,9.161,9.161,193.1,9.161,9.161,6
8,72.1,61.39685102,45.25333374,55.05450486,2491.399882,47,877,9.47,9.47,9.47,9.47,9.47,193.5,9.47,9.47,6
8,72.1,61.8869057,44.78470759,56.08505715,2511.752885,47,884,9.458,9.458,9.458,9.458,9.458,193.5,9.458,9.458,6
8,72.2,62.51697601,46.33821413,54.55910469,2528.171476,47,892,9.438,9.438,9.438,9.438,9.438,193.5,9.438,9.438,6
8,72.4,62.79700726,44.99041876,56.64274893,2548.380994,47,897,9.43,9.43,9.43,9.43,9.43,193.5,9.43,9.43,6
8,72.3,63.3968222,43.91325692,58.32839685,2561.389876,48,905,9.738,9.738,9.738,9.738,9.738,193.9,9.738,9.738,6
8,72.6,63.88718436,44.68369767,57.85580234,2585.21118,48,912,9.723,9.723,9.723,9.723,9.723,193.9,9.723,9.723,6
8,72.8,64.44759826,45.08274919,57.85748311,2608.3744,48,920,9.707,9.707,9.707,9.707,9.707,193.9,9.707,9.707,6
8,73,64.86790869,45.99594833,56.97630557,2620.679207,48,926,9.694,9.694,9.694,9.694,9.694,193.9,9.694,9.694,6
8,73.2,65.42832258,43.36920153,60.84022316,2638.591899,48,933,9.677,9.677,9.677,9.677,9.677,193.9,9.677,9.677,6
8,73.2,65.88992285,45.51848733,58.34935769,2655.974498,49,940,9.992,9.992,9.992,9.992,9.992,9.992,194.2,9.992,7
8,73.4,66.38059249,44.88335092,59.68010133,2678.642931,49,947,9.977,9.977,9.977,9.977,9.977,9.977,194.2,9.977,7
8,73.6,66.87126212,46.27894768,58.13776784,2690.554716,49,954,9.963,9.963,9.963,9.963,9.963,9.963,194.2,9.963,7
8,73.8,67.36193176,45.73565723,59.39592907,2716.511853,49,961,9.949,9.949,9.949,9.949,9.949,9.949,194.2,9.949,7
8,73.9,67.8526014,44.63097252,61.37684459,2739.308264,49,968,9.935,9.935,9.935,9.935,9.935,9.935,194.2,9.935,7
8,74,68.38609827,46.29850284,59.23367295,2742.430375,50,975,10.25,10.25,10.25,10.25,10.25,10.25,194.6,10.25,7
8,74,68.87707538,44.45405968,62.33062817,2770.849464,50,982,10.23,10.23,10.23,10.23,10.23,10.23,194.6,10.23,7
8,74.3,69.3680525,44.84776902,62.25464914,2791.982125,50,989,10.22,10.22,10.22,10.22,10.22,10.22,194.6,10.22,7
8,74.6,69.85902961,47.58006648,58.51547284,2784.170088,50,996,10.21,10.21,10.21,10.21,10.21,10.21,194.6,10.21,7
8,74.7,70.35000673,43.92386081,64.37999963,2827.818143,50,1003,10.19,10.19,10.19,10.19,10.19,10.19,194.6,10.19,7
8,74.7,70.95553197,44.63604225,63.77149938,2846.507341,51,1011,10.51,10.51,10.51,10.51,10.51,10.51,195,10.51,7
8,74.8,71.37663305,44.520763,64.3216077,2863.647052,51,1017,10.5,10.5,10.5,10.5,10.5,10.5,195,10.5,7
8,75.1,71.86791765,45.19712183,63.79991854,2883.572691,51,1024,10.48,10.48,10.48,10.48,10.48,10.48,195,10.48,7
8,75.4,72.35920224,44.43808082,65.34175617,2903.662241,51,1031,10.47,10.47,10.47,10.47,10.47,10.47,195,10.47,7
8,75.5,72.85048683,44.61493182,65.54573763,2924.318615,51,1038,10.45,10.45,10.45,10.45,10.45,10.45,195,10.45,7
8,75.5,73.38767343,47.04458261,62.04491781,2918.877262,52,1045,10.77,10.77,10.77,10.77,10.77,10.77,195.4,10.77,7
8,75.6,73.8792655,46.82497508,62.85704929,2943.279766,52,1052,10.76,10.76,10.76,10.76,10.76,10.76,195.3,10.76,7
8,75.8,74.37085757,44.09874359,67.4245885,2973.33964,52,1059,10.75,10.75,10.75,10.75,10.75,10.75,195.3,10.75,7
8,75.9,74.90927408,43.37066483,68.65075849,2977.429036,53,1066,11.07,11.07,11.07,11.07,11.07,11.07,195.7,11.07,7
8,75.9,75.40117363,45.1633754,66.60183183,3007.963533,53,1073,11.05,11.05,11.05,11.05,11.05,11.05,195.7,11.05,7
8,76.2,75.89307318,45.03206634,67.25007864,3028.410003,53,1080,11.04,11.04,11.04,11.04,11.04,11.04,11.04,195.7,8
8,76.3,76.38497272,44.35054501,68.69188173,3046.522392,53,1087,11.03,11.03,11.03,11.03,11.03,11.03,11.03,195.7,8
8,76.4,76.87687227,45.38634857,67.61472801,3068.785614,53,1094,11.01,11.01,11.01,11.01,11.01,11.01,11.01,195.7,8
8,76.8,77.36877182,44.30476968,69.670643,3086.741792,53,1101,11,11,11,11,11,11,11,195.7,8
8,76.9,77.86067137,46.8318847,66.17991778,3099.330279,53,1108,10.99,10.99,10.99,10.99,10.99,10.99,10.99,195.7,8
8,76.9,78.4015477,45.00322358,69.33695188,3120.386348,54,1115,11.31,11.31,11.31,11.31,11.31,11.31,11.31,196.1,8
8,77.1,78.89375472,44.3416525,70.75406283,3137.352067,54,1122,11.3,11.3,11.3,11.3,11.3,11.3,11.3,196.1,8
8,77.2,79.38596175,44.77338945,70.58188468,3160.190211,54,1129,11.28,11.28,11.28,11.28,11.28,11.28,11.28,196.1,8
8,77.5,79.87816877,42.95099612,73.57800524,3160.248618,54,1136,11.27,11.27,11.27,11.27,11.27,11.27,11.27,196.1,8
8,77.6,80.3703758,45.26191373,70.73698266,3201.691206,54,1143,11.26,11.26,11.26,11.26,11.26,11.26,11.26,196.1,8
8,77.9,80.86258283,44.11549451,72.91038762,3216.477805,54,1150,11.24,11.24,11.24,11.24,11.24,11.24,11.24,196.1,8
8,77.9,81.35478985,44.48726672,72.81791994,3239.470227,54,1157,11.23,11.23,11.23,11.23,11.23,11.23,11.23,196.1,8
8,78,81.898126,44.78396805,72.60944872,3251.739232,55,1164,11.55,11.55,11.55,11.55,11.55,11.55,11.55,196.4,8
8,78.1,82.3906405,45.5645514,71.82544314,3272.694096,55,1171,11.54,11.54,11.54,11.54,11.54,11.54,11.54,196.4,8
8,78.3,82.88315501,45.53660817,72.32362527,3293.372585,55,1178,11.53,11.53,11.53,11.53,11.53,11.53,11.53,196.4,8
8,78.5,83.37566951,43.70508167,75.56224126,3302.453926,55,1185,11.52,11.52,11.52,11.52,11.52,11.52,11.52,196.4,8
